file_name	seed	formula_x	formula_y
2020-12-13-00-51_seed_3001.png	3001	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-52_seed_1635.png	1635	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-52_seed_6298.png	6298	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-53_seed_9123.png	9123	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-58_seed_3359.png	3359	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-58_seed_9808.png	9808	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-59_seed_1282.png	1282	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-59_seed_8168.png	8168	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-00-59_seed_2425.png	2425	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
2020-12-13-01-00_seed_7440.png	7440	runif(1, -1, 1) * x_i^3 - sin(y_i^2)	runif(1, -1, 1) * y_i^4 - cos(x_i^2)
